Time,ModBitCount,CipherBitCount
1032860,238,9
987720,271,26
968480,259,26
985640,257,26
972660,246,17
984140,249,17
1038100,281,17
960200,264,9
1003140,266,17
1001640,264,9
997720,277,17
992700,270,9
1022060,258,9
969980,259,17
961340,281,26
1039600,232,9
1048560,266,9
989480,259,17
1004880,270,17
937920,281,17
971100,266,9
997100,268,17
1017620,245,17
1021880,248,26
1064260,256,9
938600,270,17
984180,278,17
1002860,277,17
967860,263,9
965100,236,9
976640,261,9
965040,238,26
913900,266,9
967900,268,9
982820,263,9
999280,285,17
951640,264,26
993000,253,34
897660,262,17
1004940,277,9
984000,240,17
1013980,270,17
947200,246,9
948020,256,26
1041780,263,9
1078120,258,17
931240,261,17
1004820,261,34
933560,259,26
954440,231,9
905720,259,17
1000200,238,34
1120360,248,17
1030420,267,26
1185860,247,26
1111420,250,9
1144360,256,9
1117720,271,34
1138680,251,17
1126320,276,17
1247880,246,9
1152620,244,9
1276800,258,9
1153060,248,17
1063700,270,17
1080560,273,17
1086460,253,9
1079420,256,17
1059840,262,9
1051140,257,9
1076640,271,17
1010740,269,9
1070040,242,9
1048560,254,34
1151300,271,9
1286660,302,17
1173180,251,34
1167360,260,9
1091200,266,17
1144260,251,17
1076080,249,9
1141900,249,9
1097280,272,9
1036940,273,17
1180020,260,17
1081720,255,9
1101280,263,9
1050000,263,9
1049060,272,34
1011980,263,26
1115160,252,9
1017760,262,9
1039000,272,34
1102340,263,17
1020440,269,17
1072360,265,9
1021480,253,26
1107000,259,9
1046780,261,17
1068240,227,17
1046240,245,26
1008740,249,26
1038960,256,26
1031540,251,9
1150040,268,26
1097460,261,17
1065340,261,26
1047960,245,26
1151980,279,9
1031200,259,17
960420,261,9
1100100,272,17
1123860,244,39
1146800,253,34
1078420,284,17
1112800,258,9
1103860,230,9
1167200,249,17
1090140,258,17
1064680,262,26
1106700,240,9
1119960,269,9
1166800,265,26
1099800,269,26
1139780,277,17
1264000,287,17
1062960,271,9
1134240,256,9
1052920,272,34
1067620,270,9
1085900,248,9
1077240,257,17
1166540,254,34
1104700,272,17
1216840,265,26
1009660,275,17
1122880,264,9
1086380,250,26
1084500,265,17
1130560,265,17
1094480,261,9
1138200,277,9
1040540,270,34
1109760,259,17
1050800,265,17
1022980,257,17
1112720,262,17
1042280,240,9
1062120,263,26
1040740,265,17
1104500,278,9
1094100,262,26
1081520,266,34
1079920,264,26
1144720,254,17
1128500,234,9
1077800,256,17
1105940,259,9
1078980,252,17
1057000,262,17
1055240,273,26
1160160,249,26
1267300,272,9
1190820,255,17
1094540,277,17
1173640,254,17
1115900,251,26
1075600,268,17
1102980,265,17
1103000,273,17
1062340,281,17
1077800,263,17
1065140,259,17
1054380,278,26
1131020,248,17
1117700,253,9
1071960,252,17
1013560,266,17
1114140,279,9
1142300,276,39
1065520,250,34
1096040,256,17
1000440,236,17
1040440,273,26
1085900,241,9
1029480,246,9
1065740,240,17
1102340,259,17
1104320,266,34
1077440,282,17
1129080,282,9
1108840,271,17
1106980,263,17
1069020,246,17
1104800,264,9
1084620,258,26
1073340,267,9
1078320,263,39
1053880,267,17
1124860,271,17
1073800,256,34
1106900,255,9
1088720,265,9
1101180,288,34
1060180,266,26
1122140,253,17
1124540,259,17
1073980,252,17
1026260,261,9
1065540,256,9
1124200,264,9
1104320,249,17
1104380,281,17
1001160,264,9
1151980,248,9
1043880,245,17
1049620,248,17
1023420,257,26
1030120,254,17
1061760,271,9
1077300,259,17
1097820,246,9
1070400,267,17
1113780,293,26
1084260,275,26
1061720,252,9
1182820,274,26
1132200,258,9
1104460,278,9
1089240,272,9
1095660,287,17
1096440,266,26
993500,252,34
1035360,245,17
1101240,268,26
1069280,272,9
1055360,267,26
1011660,249,34
1095320,258,9
1026700,268,17
1132920,279,9
1122900,271,26
1069200,267,26
1115360,266,26
1079160,276,17
1110940,271,26
1155100,281,9
1163940,262,17
1178980,262,26
1106100,275,17
1107080,257,17
1181380,252,9
1073820,261,34
1165360,265,9
1082300,262,26
1148700,270,17
1020700,257,17
1066760,262,9
1086760,260,17
1109200,253,9
1124520,242,17
1072820,279,26
1095760,284,26
1104420,272,26
1041140,281,17
1096400,258,17
1113440,269,17
1094240,274,26
1107860,261,17
1160960,256,9
1114360,298,26
1082720,268,17
1100680,264,9
1116600,283,9
1138720,257,17
1129260,276,17
1089300,250,9
1113440,259,34
1027120,258,9
1065660,264,26
1096740,266,26
1106140,277,26
1113500,279,26
1138540,264,26
1130240,252,26
1086020,270,17
1166480,264,26
1053220,275,9
1134600,280,9
1114100,271,9
1053820,261,17
1185680,263,17
1153840,290,26
1070060,290,26
1133440,262,17
1093660,276,9
1077540,243,34
1160180,268,26
1130740,264,9
1068460,271,9
1121860,273,17
1157380,265,17
1125680,253,34
1141820,264,34
1112600,288,26
1092220,264,17
1162260,253,9
1105380,270,26
1206260,275,9
1154020,267,17
1088020,294,26
1099440,274,9
1132200,263,34
1155780,271,17
1070180,243,26
1075280,274,17
1075220,263,17
1049520,279,17
1133180,288,17
1054740,264,9
1165740,281,17
1151900,255,17
1052920,278,17
1202220,264,17
1122380,264,17
1160740,253,17
1195200,278,26
1069100,256,17
1149440,270,17
1091980,261,26
1091360,289,17
1197780,287,34
1077760,263,17
1136560,271,9
1112820,275,26
1073360,281,26
1238860,276,9
1088620,299,34
1116120,270,26
1082800,234,26
1139900,288,9
1151040,265,26
1165400,276,17
1187300,265,26
1162820,283,26
1176960,261,17
1055680,288,17
1164340,283,34
1160680,277,9
1090820,282,17
1105080,264,17
1092000,273,17
1067300,287,26
1065180,279,9
1156580,283,17
1036160,269,9
1149360,270,17
1119400,274,17
1118500,272,9
1122880,279,9
1112320,277,34
1101840,265,26
1151880,264,39
1169840,280,17
1143560,289,26
1165140,259,17
1160280,272,9
1148980,268,17
1125280,288,26
1088900,245,9
1144960,263,17
1060040,258,9
1108440,271,17
1239980,265,26
1098480,261,9
1074980,264,34
1101060,274,9
1161420,267,17
1153680,269,17
1150380,262,9
1166840,279,9
1051200,269,17
1116500,274,26
1116440,266,9
1115460,266,17
1168300,292,17
1231220,272,26
1194200,272,9
1167280,265,9
1092200,266,34
1150260,261,17
1185260,278,26
1109520,275,9
1128520,259,17
1109420,270,26
1204380,282,17
1107020,268,9
1113400,270,9
1108380,279,9
1146180,291,51
1082280,276,17
1017000,293,26
1235600,296,17
1143200,279,17
1199940,280,26
1096680,268,26
1082140,279,17
1158720,257,17
1085760,270,9
1179100,269,17
1197880,280,26
1186240,298,26
1091640,250,26
1152480,270,26
1206320,272,17
1191800,284,17
1065100,267,17
1194080,288,26
1214960,263,26
1126560,276,26
1161860,276,17
1126460,277,17
1138700,280,9
1115320,280,17
1171660,274,17
1131000,263,17
1149180,269,17
1164420,267,26
1297220,265,26
1202840,260,26
1139540,273,17
1202640,286,17
1169760,263,26
1140200,268,26
1263000,264,9
1243220,264,26
1245760,276,26
1183960,286,26
1252860,269,17
1241900,273,17
1252960,269,17
1216780,269,9
1284020,272,26
1270660,271,17
1285460,276,9
1285580,275,26
1286340,272,9
1718520,275,9
1234580,277,26
1385580,280,26
1295240,282,34
1216300,268,17
1246640,265,26
1318840,277,34
1226040,283,9
1209320,282,9
1297120,277,26
1339640,278,9
1275820,273,17
1322480,278,17
1332520,269,17
1331480,285,17
1278480,279,34
1270400,288,9
1297320,285,17
1306360,269,17
1277040,274,9
1323060,285,17
1331480,274,34
1289000,279,9
1201500,266,17
1247980,270,26
1263440,289,17
1279040,295,34
1385420,264,34
1332880,265,17
1293240,273,17
1285460,275,34
1265000,280,26
1298800,271,9
1325860,274,9
1237960,282,9
1257540,275,9
1244700,283,26
1354200,294,9
1334620,268,9
1331240,282,9
1363120,262,9
1324820,262,17
1339220,274,26
1244020,255,17
1339640,287,17
1313140,251,17
1317540,279,17
1330160,268,17
1351400,290,26
1341700,295,17
1278340,279,26
1328800,284,17
1257420,248,26
1341700,289,9
1326000,273,26
1268800,268,26
1288040,285,17
1259360,250,17
1358200,268,17
1293380,266,17
1235020,251,9
1291540,269,17
1279380,278,9
1314340,291,9
1333000,281,17
1253880,262,9
1275320,298,9
1284220,305,9
1339140,291,26
1293720,266,26
1282800,270,9
1356660,250,26
1238620,270,17
1262020,267,17
1320940,283,26
1265420,283,17
1297300,303,9
1259300,258,34
1336320,277,17
1244740,277,17
1285700,267,34
1300980,270,9
1287560,289,26
1271560,296,26
1276560,279,17
1342380,270,9
1358400,247,17
1378700,273,17
1289100,267,17
1325540,264,26
1358940,291,26
1357900,275,9
1326240,289,17
1287820,285,9
1270340,284,17
1265480,272,17
1397420,270,17
1308960,280,9
1304440,275,26
1233060,263,9
1299920,270,9
1284880,282,9
1318340,278,9
1257260,285,39
1340760,269,9
1304960,262,9
1229300,268,17
1374120,277,17
1309300,264,17
1328280,275,17
1429820,307,17
1346320,272,9
1296120,281,17
1279320,265,9
1269480,292,17
1295260,276,17
1289180,260,9
1301300,272,9
1348800,278,17
1325660,280,17
1351180,291,9
1304680,271,26
1257480,262,17
1327460,288,17
1247140,259,17
1212260,291,39
1316700,281,9
1397400,293,9
1352940,263,26
1327520,291,17
1343280,275,17
1349200,264,17
1302940,271,17
1341080,258,26
1343540,263,17
1406260,268,17
1336880,286,17
1287440,283,17
1369300,283,34
1257400,276,9
1235460,292,39
1327920,278,26
1248700,300,51
1327540,255,17
1277520,237,34
1339400,273,9
1280640,284,9
1326060,279,9
1256680,264,17
1311480,281,17
1351780,267,17
1332820,282,34
1333400,281,26
1348760,279,26
1363240,274,17
1242960,270,17
1302240,283,26
1364360,274,17
1328920,259,17
1388700,271,26
1317640,298,26
1337000,297,34
1274780,286,26
1257640,283,26
1419300,297,17
1450040,268,26
1341100,282,9
1419180,272,17
1284900,273,17
1238520,271,26
1368340,284,26
1253760,285,9
1330660,281,17
1329580,277,17
1270240,262,9
1234860,288,26
1379480,280,26
1368680,280,39
1392460,293,34
1350880,277,9
1287340,289,39
1387740,290,17
1320800,281,9
1407460,282,17
1339780,267,17
1373320,266,26
1284680,283,9
1275680,275,26
1285840,292,9
1331260,283,17
1365920,282,17
1333200,279,17
1398940,277,26
1321260,276,9
1254720,282,9
1329740,296,17
1325960,291,9
1291740,286,17
1338900,264,17
1327360,283,39
1288480,278,34
1273060,267,9
1396340,295,17
1229520,272,9
1324720,283,17
1279080,279,17
1357920,303,26
1303780,279,26
1355960,273,17
1490540,302,17
1375420,270,9
1279960,302,17
1214720,285,17
1296080,285,9
1374340,299,17
1341680,289,51
1310780,282,9
1362960,280,17
1353780,287,26
1318420,291,26
1268300,269,9
1321880,281,26
1383820,280,26
1268640,253,26
1306280,281,9
1409460,279,17
1347680,282,9
1347060,285,26
1275580,264,17
1275180,286,17
1362060,289,9
1344300,288,17
1307460,295,26
1367720,282,26
1334960,276,26
1338880,267,9
1403360,290,9
1386680,290,17
1298380,284,17
1310900,281,17
1292000,284,17
1348160,288,17
1380560,277,26
1301840,276,26
1375960,274,26
1311820,290,26
1359120,273,9
1309720,293,26
1330520,277,26
1255060,286,9
1429900,277,34
1321240,291,9
1417000,278,9
1427960,294,26
1311940,288,17
1393140,266,17
1371000,308,9
1382840,298,17
1374160,262,17
1404960,280,17
1439780,293,17
1335080,285,17
1362680,291,9
1400700,284,26
1299100,283,17
1398220,276,9
1384820,288,17
1345100,277,9
1279420,284,9
1330040,290,17
1365420,292,9
1303120,265,26
1338620,262,17
1379700,298,34
1409940,301,9
1350340,285,9
1276100,306,26
1381600,300,17
1357080,278,9
1440300,277,34
1324680,287,17
1286960,306,9
1305340,286,39
1360940,275,26
1337400,290,17
1285300,284,34
1344360,312,26
1376800,271,17
1402240,309,26
1327540,287,9
1376340,291,9
1341360,292,17
1370660,274,17
1386180,287,17
1276720,280,17
1355700,301,17
1320540,282,17
1230000,277,17
1401740,265,17
1342740,302,9
1420540,296,17
1393440,279,17
1293620,279,17
1328880,283,17
1445800,290,17
1398860,273,17
1324960,267,26
1363960,268,9
1274800,278,17
1319840,302,39
1382740,285,17
1313020,290,17
1278000,302,9
1340280,290,17
1399980,285,26
1315940,279,26
1309920,289,9
1368200,314,26
1290120,277,9
1401820,284,17
1386400,266,17
1360060,303,17
1288440,282,17
1360620,287,17
1416720,299,17
1361860,272,26
1392400,296,26
1326840,273,26
1323800,269,17
1399320,285,17
1372720,293,9
1373040,262,26
1406800,293,34
1311120,274,9
1332260,294,26
1308180,289,9
1370820,278,26
1321600,274,17
1308500,284,26
1375140,300,9
1281820,268,34
1359740,291,34
1374640,286,9
1321540,300,17
1362200,258,17
1356820,296,34
1353760,290,26
1336300,291,9
1388540,295,34
1319220,285,17
1252880,297,17
1303100,287,17
1290040,311,17
1371560,297,26
1317960,267,9
1357200,296,17
1275620,283,9
1279940,278,17
1402140,281,26
1335260,285,9
1278360,274,17
1308780,300,17
1205140,284,17
1314000,282,17
1349060,289,9
1245680,278,9
1286060,305,26
1315680,256,9
1295580,286,9
1317120,279,26
1353720,287,9
1209820,299,9
1303520,276,17
1406820,272,26
1364920,284,17
1420900,284,17
1490200,289,17
1454900,300,9
1486760,290,26
1505340,292,9
1415580,303,34
1436380,271,9
1416120,299,26
1360800,293,51
1394980,281,17
1425040,291,17
1410680,327,26
1414740,289,17
1461140,274,26
1504200,311,26
1453620,296,9
1451120,298,9
1414080,294,9
1413940,299,17
1483280,299,9
1403100,262,9
1489460,277,17
1490820,312,17
1414660,289,17
1412200,294,17
1374080,280,26
1420940,281,9
1487660,277,9
1461380,304,17
1433500,321,17
1446640,275,34
1396440,295,9
1411620,286,9
1350160,306,26
1449740,304,17
1410800,274,17
1370840,294,9
1370100,318,26
1434120,289,26
1477120,281,17
1480560,295,26
1390600,301,17
1522000,268,17
1437780,295,26
1552800,276,9
1361560,288,26
1418720,299,17
1471920,280,26
1473420,303,26
1374600,273,26
1388460,293,17
1428360,298,17
1465360,271,9
1387220,283,17
1485120,295,17
1483920,276,17
1488080,294,9
1521560,287,39
1415040,294,17
1453340,302,26
1556980,282,17
1403760,305,17
1457000,315,17
1377560,311,9
1429260,287,34
1405740,289,9
1413400,289,26
1443460,311,17
1475060,284,34
1366800,286,9
1444400,289,17
1402620,305,17
1427280,298,26
1451640,265,9
1466120,312,26
1333120,301,17
1460460,295,9
1480120,297,26
1382820,306,26
1431180,292,9
1427160,302,34
1444260,292,17
1463220,302,17
1411140,308,26
1471760,282,17
1467220,289,34
1432860,266,26
1500480,297,26
1491480,304,17
1521220,287,17
1433920,298,9
1428700,281,26
1472120,292,17
1511800,306,9
1502280,291,17
1428320,314,17
1411820,297,34
1502520,296,17
1385240,299,26
1381020,289,34
1413920,285,9
1463820,304,17
1387240,298,17
1385240,282,9
1458120,299,26
1521120,300,17
1461560,309,34
1472600,295,26
1549120,295,17
1481860,281,9
1516720,296,17
1457240,280,17
1424420,301,26
1380700,306,9
1492380,308,26
1395240,308,17
1437480,302,9
1464940,296,26
1425480,301,17
1467560,296,17
1510220,313,9
1459700,297,9
1502640,297,9
1405480,282,17
1426920,302,26
1498660,291,34
1486120,274,26
1468260,274,17
1482980,292,34
1446880,305,17
1467660,296,9
1476060,315,26
1434060,288,9
1439640,301,34
1511060,297,26
1425900,303,9
1483620,297,17
1481720,305,9
1445900,281,26
1441760,278,26
1401820,299,9
1448580,275,17
1452240,291,9
1396100,299,17
1395460,295,17
1498260,276,26
1458080,297,34
1525280,283,26
1463720,311,39
1513060,293,34
1491100,304,17
1532060,309,26
1427700,293,26
1526760,316,9
1493380,297,26
1473460,291,9
1524540,298,9
1447660,286,17
1484060,304,17
1418100,323,17
1340820,298,9
1466560,334,17
1754400,302,26
1622200,299,26
1768440,299,17
1470880,282,26
1513920,290,17
1423820,284,39
1452040,303,9
1421920,291,17
1511300,294,17
1415440,304,26
1420820,276,17
1442680,296,17
1397820,316,51
1410760,312,17
1427940,309,17
1405820,282,9
1422280,297,26
1455280,294,26
1552240,302,17
1408700,294,26
1421340,291,34
1387420,302,26
1445000,289,17
1414640,284,9
1511100,301,9
1607760,288,9
1506620,277,26
1448620,308,34
1474560,303,9
1532180,299,9
1487400,304,26
1519700,302,17
1532620,306,26
1505360,306,17
1507500,301,9
1443540,305,17
1449320,280,26
1406760,271,9
1461340,300,26
1507460,285,9
1520320,320,17
1476080,307,9
1520820,276,9
1481980,302,17
1513240,301,17
1455640,281,26
1360320,314,17
1361440,300,17
1465220,301,17
1482520,309,34
1467580,282,9
1371300,276,26
1471860,299,17
1420120,272,9
1537920,292,26
1475560,283,9
1483940,305,17
1507040,309,26
1437220,309,9
1515560,284,9
1415720,307,9
1528880,306,9
1448060,309,17
1505100,292,9
1458540,306,17
1490220,305,17
1402220,312,26
1466160,299,17
1498560,287,26
1548760,278,26
1483580,313,17
1502380,302,17
1395720,288,9
1538720,291,26
1491760,296,17
1548640,308,17
1611520,280,9
1487800,312,9
1480440,305,26
1520420,296,9
1482580,316,17
1441760,308,9
1492960,303,9
1462600,311,9
1488400,294,34
1522720,281,34
1486300,303,17
1464740,293,17
1480820,288,26
1424180,308,26
1510880,302,17
1550300,305,17
1559040,299,34
1445440,322,17
1480720,301,17
1514320,296,9
1506340,308,17
1515360,300,17
1633240,307,17
1559120,306,9
1543060,307,9
1487640,295,17
1476900,269,17
1467520,294,9
1524240,299,17
1510080,304,9
1527260,305,26
1676320,304,9
1520080,303,17
1497420,293,26
1496020,284,9
1380480,273,26
1527920,292,9
1497100,313,17
1518480,285,26
1503900,305,17
1534700,314,17
1452900,303,26
1455520,282,17
1545600,303,17
1560580,300,17
1512580,292,17
1481220,307,26
1493240,304,17
1429860,327,26
1504140,294,9
1515800,312,9
1479020,303,17
1466400,301,9
1485300,300,26
1458520,291,17
1526720,310,17
1536180,318,9
1420200,291,26
1524320,298,26
1574900,314,17
1502040,314,34
1509140,304,9
1401920,298,17
1529140,301,26
1468740,297,17
1502540,307,17
1561760,316,34
1579460,293,9
1472700,299,34
1498880,308,17
1526700,299,17
1361140,301,9
1554280,324,26
1508540,303,9
1477060,299,39
1395120,301,17
1520700,295,17
1536560,315,26
1551780,296,17
1542540,312,9
1352360,287,34
1572320,283,17
1675040,291,9
1462080,303,26
1475820,324,26
1533560,287,26
1547180,309,9
1715080,310,9
1590840,276,26
1569680,319,17
1549600,304,9
1530320,297,26
1522940,293,26
1482540,308,26
1459340,293,9
1447400,292,26
1499880,292,17
1564440,300,26
1419200,307,17
1521800,292,17
1561380,294,34
1526180,301,9
1549760,304,17
1591900,319,9
1498340,313,17
1504460,304,17
1484740,278,26
1466220,315,9
1512380,292,17
1459220,293,9
1541260,277,9
1586760,314,17
1426900,275,17
1502180,301,26
1393960,309,17
1527400,293,17
1382060,291,9
1559060,315,26
1483260,287,9
1529700,289,17
1476400,312,17
1567460,303,17
1566180,291,9
1574840,309,17
1577720,273,9
1583300,306,9
1610440,295,9
1598500,296,26
1401800,300,17
1480220,300,9
1563620,296,17
1576160,303,17
1593900,299,17
1506620,291,17
1516740,293,9
1486760,318,17
1550580,311,26
1516720,304,17
1555340,305,17
1502840,295,17
1562080,307,9
1561640,307,9
1533980,294,9
1600240,317,26
1741580,288,9
1759740,318,34
1785960,313,17
1630880,306,9
1687160,290,9
1687140,286,17
1593960,321,26
1597080,310,9
1711200,293,17
1649580,282,39
1606840,320,9
1702980,325,17
1666980,318,17
1768720,301,9
1655580,285,34
1617100,285,9
1647320,302,17
1614260,304,17
1710540,310,9
1664480,326,17
1627580,294,26
1648420,317,26
1739320,295,26
1813740,307,9
1663260,284,26
1749700,320,9
1656520,315,17
1641980,290,17
1667500,301,34
1646280,319,17
1852260,308,17
1751420,330,9
1639880,294,9
1715460,321,17
1632560,297,9
1746480,310,17
1651520,299,26
1632000,314,26
1723320,300,17
1633000,320,26
1632040,315,26
1691240,287,17
1650240,292,17
1666940,302,39
1714800,288,9
1608400,290,9
1797360,321,17
1676500,309,9
1698240,303,9
1659740,315,9
1679020,320,17
1696820,299,17
1789600,305,26
1758780,306,17
1754420,299,17
1617160,303,17
1670820,310,9
1787780,307,9
1598940,343,9
1749400,326,17
1715740,303,9
1649640,326,39
1678600,305,17
1735260,307,9
1711720,302,17
1788020,306,26
1691320,320,9
1729320,287,17
1754320,308,17
1706500,306,9
1758100,321,17
1736080,314,9
1648700,307,26
1697720,310,17
1687740,298,17
1686860,306,9
1756780,311,9
1677880,299,26
1769480,299,17
1795700,342,9
1724320,316,34
1582600,329,26
1680020,310,17
1740600,296,34
1698580,315,26
1688420,299,17
1634280,293,17
1696260,294,26
1686820,313,9
1743500,315,26
1775960,297,26
1680920,307,9
1797360,301,26
1794800,307,17
1669660,302,39
1705680,317,9
1704900,313,26
1737500,304,26
1787780,311,9
1664660,311,26
1677240,302,17
1662440,341,17
1776860,292,17
1848440,330,9
1679920,298,9
1646660,315,9
1736040,333,17
1757740,313,17
1758080,331,26
1695940,306,17
1742580,290,17
1712100,338,26
1782760,322,17
1756740,316,17
1684360,324,34
1670520,302,9
1682280,309,9
1762820,307,9
1639400,284,9
1689140,313,17
1728540,315,17
1763220,304,17
1813380,323,17
1673000,303,17
1743620,319,17
1707340,300,9
1715960,302,26
1691480,305,26
1734220,285,39
1816600,310,9
1799420,315,9
1734040,318,26
1710040,308,34
1764980,307,17
1650860,299,26
1720620,291,26
1666700,315,26
1708280,299,26
1817600,323,17
1699880,289,17
1733960,299,17
1721340,319,26
1744800,300,34
1722300,303,26
1749880,301,34
1682780,321,9
1678420,315,17
1703760,301,17
1662520,283,17
1748920,301,17
1737920,310,26
1756440,301,26
1748680,312,26
1711440,330,34
1776200,317,34
1742460,320,34
1668320,305,9
1680580,305,26
1728840,311,9
1705820,318,9
1723020,295,17
1729360,303,17
1777480,303,9
1678420,300,9
1612520,300,9
1778560,327,9
1686520,323,9
1800600,307,26
1814020,295,34
1685960,319,17
1777500,302,26
1813660,338,17
1809740,307,17
1721320,329,17
1757080,312,26
1734620,331,9
1757020,314,17
1681560,304,17
1789920,322,17
1745760,320,17
1714140,313,17
1820700,319,17
1807520,339,26
1649880,336,17
1768020,320,9
1748580,296,9
1829860,280,9
1772680,321,17
1780520,320,17
1800020,329,9
1686000,303,17
1682580,315,26
1774340,330,9
1865520,322,17
1795100,313,9
1737380,309,17
1855020,308,17
1912300,343,34
1887520,312,26
1803060,311,17
2799000,311,17
2342480,317,17
2004240,307,39
2036220,318,34
1861840,292,17
1781560,332,17
1800440,318,17
1664300,300,17
1667700,327,17
1735780,314,34
1732180,304,17
1879280,314,26
1813080,300,9
1783940,314,26
1849440,312,34
1774020,309,9
1874120,312,17
1720980,313,17
1795380,295,26
1799960,298,26
1882880,305,9
1803460,318,34
1712840,327,9
1776820,317,9
1731040,306,17
2011720,307,26
1741360,300,26
1856000,302,17
1688280,306,17
1791460,327,17
1711740,327,17
1774280,342,26
1681500,327,34
1698820,309,26
1788680,326,17
1683620,314,26
1816300,303,26
1692880,301,9
1870360,298,34
1883940,326,9
1818880,317,9
1751980,318,17
1792500,314,9
1865240,313,9
1920380,322,17
1982160,323,34
1855660,308,9
1825340,320,34
1814380,330,9
1827600,326,9
1793080,322,26
1798700,317,17
1831360,302,26
1805380,310,26
2047940,311,9
1885400,307,26
1701220,304,17
1751880,323,26
1740780,305,17
1705920,321,17
1773900,306,26
1903760,333,9
1866980,303,17
1794980,310,9
1665300,320,26
1853040,319,26
1836480,320,17
1863160,321,17
1928260,305,17
1892380,327,26
1819400,328,34
1812460,323,17
1977900,331,17
1880460,304,26
1648620,317,9
1763340,298,17
1821000,336,17
1732480,334,9
1813540,312,17
1837860,324,17
1834480,315,26
1916240,330,26
1939720,316,26
1904500,329,34
1903820,330,34
1798580,310,17
1700840,330,26
1827900,330,17
2000840,310,17
1885660,335,26
1741140,319,26
1768080,324,39
1949620,314,9
1770860,313,9
1790180,325,9
1811340,323,9
1738260,319,17
1708420,307,17
1742040,301,9
1744300,305,17
1855000,333,17
1718360,307,9
1793960,330,9
1710820,297,9
1863860,317,17
1844980,332,9
1718280,310,26
1654000,316,34
1774720,319,9
1738620,309,17
1691960,322,17
1749760,324,9
1695940,335,17
1810720,329,17
1692920,315,9
1872500,322,17
1885760,316,9
1878160,341,9
1846820,340,17
1753880,309,9
1947800,315,26
1742820,317,17
1772640,308,17
1896740,325,26
1909580,314,17
1921460,311,17
1829440,331,9
1808820,339,26
1729000,318,17
1678160,329,9
1744520,305,17
1690140,326,17
1747520,329,17
1724420,302,9
1696260,305,17
1773800,317,9
1860620,316,17
2023280,325,17
1883600,315,17
1882880,331,34
1718760,323,17
1805960,302,39
1839200,315,17
1698940,324,9
1785300,323,26
1799880,309,9
1985940,314,26
1793120,336,26
1839740,337,17
1784580,326,9
1832980,306,17
1722760,314,9
1829340,315,17
1773240,337,9
1798000,315,17
1733880,327,17
1760160,324,9
1864120,333,17
1745140,324,17
1777220,323,26
1795760,326,26
1826640,315,9
1730980,319,26
1774280,306,9
1786820,301,9
1691700,310,9
1731960,319,17
1843500,308,26
1854380,314,26
1683780,320,34
1896680,322,17
1721180,328,26
1730700,321,9
1802380,326,26
1738740,319,26
1757320,344,26
1772440,355,9
1699780,315,17
1750660,323,26
1763740,282,26
1708980,336,26
2029500,334,26
1788820,337,17
1841220,320,17
1875320,334,34
1863900,352,9
1904640,338,9
1808960,331,17
2109320,299,17
1993940,320,26
1988840,320,9
1807440,333,26
1931660,324,17
1785140,308,17
1859860,318,9
1870400,307,34
1869680,332,9
1897160,313,17
1929160,347,17
1769180,319,26
1796600,306,26
1863320,317,9
1927800,314,9
2003740,321,34
1872540,336,17
2408880,321,17
2527900,311,9
3031680,335,26
1828920,339,17
1917820,315,17
1796680,327,17
1846600,327,9
1858960,324,9
1921120,320,17
1887660,325,26
1831720,315,17
1875220,307,17
1929760,319,9
1960880,342,26
1902100,322,34
1881220,332,17
1902080,325,17
1889180,313,17
1970180,317,17
1869000,330,34
1901900,345,17
1797880,315,9
1966980,324,17
1882760,339,9
1938020,326,9
1914240,334,17
1837480,299,9
1844400,312,26
1935820,309,9
1883620,322,9
1881100,351,26
1887120,337,34
1901140,318,17
1955340,325,17
1959020,312,17
1932360,322,39
1911280,304,26
1900120,320,17
1850180,308,9
1916600,329,9
1862960,332,17
1882520,317,9
1903060,355,17
1837620,331,9
1893900,305,9
1912060,331,17
1910020,301,34
1859000,325,9
1890140,346,34
1932980,323,26
1904940,327,17
1949720,333,26
1880160,325,17
1802420,341,26
1862600,292,26
1830780,322,39
1807880,328,26
1899560,341,17
1904760,307,9
1957720,330,39
1973100,325,17
1942460,326,34
1942000,336,9
1876380,333,17
1820460,325,26
1875240,339,17
1911360,328,26
1876820,325,26
2005840,319,17
2073020,346,17
1962740,314,17
1890740,309,26
1967580,325,26
2102260,327,17
1895200,350,26
1916720,332,26
1897840,345,26
1845820,337,26
1770260,332,17
1810800,332,34
1874400,329,17
1842500,324,17
1988680,336,17
1871740,327,17
1899740,312,17
1953980,334,9
1837240,322,26
1865460,336,17
1870440,345,17
1947220,326,9
1898020,312,9
1896480,354,9
1828860,341,9
1887900,321,9
1951720,336,26
1878220,314,17
1861880,312,17
1958560,316,17
1968860,343,17
1950760,309,17
1887240,324,17
2030880,326,9
1841720,333,39
1821620,316,17
1838980,319,9
1860420,313,26
1884260,318,17
1910200,320,17
1893440,334,34
1903240,325,9
1944580,355,9
2001400,334,17
1833680,300,34
1943380,327,9
1887020,330,9
1987040,328,17
1989260,318,9
1857300,327,34
1944000,325,26
1909080,334,9
2010700,312,17
1873340,346,39
1930580,340,9
1928460,352,9
1873340,334,17
2046000,320,17
1843120,319,9
1959660,340,34
1933060,322,17
1882080,338,34
1953560,336,9
1847260,329,17
1920220,314,39
1852460,337,26
1988820,322,26
1945200,316,17
1928240,340,17
1945760,319,34
1899680,332,9
1911260,343,17
1856160,321,9
1920720,305,9
1894180,324,9
